,Query_num,query,model_type,NF,preference_type,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag
1316,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.007525175,22.16797048,269515,4848.741531,0.343702074,2
1317,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.006461254,55,28815,1977.453232,0.008374874,2
1318,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.007657726,22.219,283620,3671.348572,0.240140791,2
1428,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.880751926,68,63070,894.4950104,0.014214336,2
1429,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,3173.505783,0.391567724,2
1430,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.880751926,68,63070,470.4647064,0.009401442,2
1431,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,2086.553574,0.27851552,2
1432,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.898995102,127,299825,1474.636078,0.046534433,2
1433,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.897816808,22.05635348,268895,1882.665634,0.269008029,2
1434,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.883962298,94,288750,1207.754135,0.028600468,2
1435,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,2687.503815,0.316456275,2
1436,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.882357112,89,229075,470.4036713,0.013685381,2
1437,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,2729.902267,0.304063262,2
1438,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.847524576,55,28815,423.5973358,0.006947566,2
1439,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,2599.693298,0.312088896,2
1549,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.540350077,117,274095,407.957077,0.012125081,2
1550,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.548552262,22.2485,349495,1955.67131,0.351856736,2
1551,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.496530524,80,128790,288.1450653,0.010417398,2
1552,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,1474.660873,0.287372523,2
1553,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.545307418,130,340590,659.2559814,0.015996271,2
1554,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,1567.838669,0.370246732,2
1555,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.548252454,140,377790,360.5709076,0.015779252,2
1556,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,1613.140106,0.337150525,2
1557,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.506438438,106,418950,298.1624603,0.019630845,2
1558,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,1772.77565,0.320090936,2
1559,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.484857153,75,97015,517.7459717,0.007351504,2
1560,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,1286.289215,0.224753377,2
1670,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.966207639,65,59815,4345.458984,0.035841555,2
1671,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,11778.97072,1.062343324,2
1672,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.971543063,61,53615,1301.984787,0.017069232,2
1673,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,13418.06412,1.084430795,2
1674,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.967357465,105,413835,3702.299118,0.091152314,2
1675,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,9583.732605,1.04507715,2
1676,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.96963001,104,380200,2730.186462,0.05591311,2
1677,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.968110215,22.21592569,381735,11280.20859,0.9076823,2
1678,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.96963001,104,380200,3404.22821,0.036335603,2
1679,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,13647.97592,1.030220913,2
1680,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.971543063,61,53615,1733.543396,0.020147799,2
1681,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,12126.55258,0.950929911,2
1791,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.798578904,55,21375,792.2534943,0.017306907,2
1792,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,3184.566498,0.227366397,2
1793,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.798578904,55,21375,517.2729492,0.008885764,2
1794,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,2195.636749,0.222001893,2
1795,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.773329233,121,350355,2683.420181,0.059320856,2
1796,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,1615.743637,0.221700187,2
1797,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.773329233,121,350355,1505.964279,0.044076485,2
1798,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.781149988,23.17701028,330895,1302.480698,0.176963034,2
1799,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.757792555,89,253255,957.4108124,0.03393413,2
1800,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,1807.621002,0.211147639,2
1801,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.856805553,30,16500,290.1935577,0.005345846,2
1802,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.781149988,23.17701028,330895,2055.330276,0.234657576,2
1912,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.823882852,103,452895,212.9993439,0.007852833,2
1913,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.82316339,23.14828901,452260,1270.6604,0.21565997,2
1914,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.876477503,30,16500,172.7180481,0.004841682,2
1915,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,989.2807007,0.186911258,2
1916,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.823882852,103,452895,94.17724609,0.006291099,2
1917,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.82316339,23.14828901,452260,988.1229401,0.172761776,2
1918,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.823882852,103,452895,151.5712738,0.009553652,2
1919,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,1019.449234,0.184104899,2
1920,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.876477503,30,16500,345.4494476,0.007940041,2
1921,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.776871452,23.17799802,331670,1301.919937,0.258807085,2
1922,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.876477503,30,16500,156.6982269,0.004298398,2
1923,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,1286.273956,0.251536139,2
2033,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.766377809,63,43695,1694.959641,0.031946611,2
2034,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,5295.619965,0.630492261,2
2035,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.723544308,33,27195,957.3783875,0.006778205,2
2036,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.791992255,22.21302111,294315,4563.375473,0.694084136,2
2037,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.790355723,126,306180,2264.759064,0.080963522,2
2038,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,6566.921234,0.501113865,2
2039,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.783132222,126,340900,3055.887222,0.073093016,2
2040,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,7972.219467,0.445468273,2
2041,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.762671267,73,436395,2236.421585,0.010512777,2
2042,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.783132222,22.2904,340900,3802.934647,0.207369867,2
2043,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.723544308,33,27195,502.2621155,0.004572725,2
2044,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.783132222,22.29043839,340900,3009.712219,0.229445641,2
2154,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.72326197,73,436395,3011.869431,0.011702434,2
2155,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,11623.82698,0.68889826,2
2156,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.72326197,73,436395,1709.941864,0.006019797,2
2157,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,9507.177353,0.504550165,2
2158,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.749422855,96,438790,3890.750885,0.031753978,2
2159,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.746294165,23.24217453,375225,7294.794083,0.433227348,2
2160,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.749422855,96,438790,5333.711624,0.037409394,2
2161,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.746294165,23.24217453,375225,9421.388626,0.381033302,2
2162,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.72326197,73,436395,1255.12886,0.005880653,2
2163,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.758977009,22.19686282,350115,8095.397949,0.448161117,2
2164,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.624381138,33,27195,1584.505081,0.005693111,2
2165,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,7660.486221,0.402901445,2
2275,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.870755209,60,48190,533.3938599,0.017391217,2
2276,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.861902803,22.27632388,350115,972.4845886,0.255514094,2
2277,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.870755209,60,48190,650.8140564,0.010872212,2
2278,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.861387199,22.23592388,343915,1848.636627,0.341288218,2
2279,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.865527306,96,282550,831.5162659,0.058179425,2
2280,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.862323184,23.1813,318650,2087.833405,0.492325543,2
2281,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.865527306,96,282550,918.4246063,0.035734411,2
2282,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.862323184,23.1813,318650,2508.907318,0.450944861,2
2283,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.876157171,92,323470,372.1294403,0.012419891,2
2284,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.865265261,22.35352664,327175,3298.273087,0.348567112,2
2285,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.870755209,60,48190,282.5126648,0.00874176,2
2286,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.861387199,22.23592388,343915,2349.014282,0.50399957,2
2396,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.688826135,53,18895,752.9468536,0.007341022,2
2397,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,5898.403168,0.640493782,2
2398,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.688826135,53,18895,690.4945374,0.005239993,2
2399,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,6414.722443,0.548093766,2
2400,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.680818313,82,176220,2525.987625,0.03829835,2
2401,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,4973.573685,0.472419041,2
